file_name,label
audio/fold5/100032-3-0-0.wav,dog_bark
audio/fold5/100263-2-0-117.wav,children_playing
audio/fold5/100263-2-0-121.wav,children_playing
audio/fold5/100263-2-0-126.wav,children_playing
audio/fold5/100263-2-0-137.wav,children_playing
audio/fold5/100263-2-0-143.wav,children_playing
audio/fold5/100263-2-0-161.wav,children_playing
audio/fold5/100263-2-0-3.wav,children_playing
audio/fold5/100263-2-0-36.wav,children_playing
audio/fold10/100648-1-0-0.wav,car_horn
audio/fold10/100648-1-1-0.wav,car_horn
audio/fold10/100648-1-2-0.wav,car_horn
audio/fold10/100648-1-3-0.wav,car_horn
audio/fold10/100648-1-4-0.wav,car_horn
audio/fold2/100652-3-0-0.wav,dog_bark
audio/fold2/100652-3-0-1.wav,dog_bark
audio/fold2/100652-3-0-2.wav,dog_bark
audio/fold2/100652-3-0-3.wav,dog_bark
audio/fold10/100795-3-0-0.wav,dog_bark
audio/fold10/100795-3-1-0.wav,dog_bark
audio/fold10/100795-3-1-1.wav,dog_bark
audio/fold10/100795-3-1-2.wav,dog_bark
audio/fold5/100852-0-0-0.wav,air_conditioner
audio/fold5/100852-0-0-1.wav,air_conditioner
audio/fold5/100852-0-0-10.wav,air_conditioner
audio/fold5/100852-0-0-11.wav,air_conditioner
audio/fold5/100852-0-0-12.wav,air_conditioner
audio/fold5/100852-0-0-13.wav,air_conditioner
audio/fold5/100852-0-0-14.wav,air_conditioner
audio/fold5/100852-0-0-15.wav,air_conditioner
audio/fold5/100852-0-0-16.wav,air_conditioner
audio/fold5/100852-0-0-17.wav,air_conditioner
audio/fold5/100852-0-0-18.wav,air_conditioner
audio/fold5/100852-0-0-19.wav,air_conditioner
audio/fold5/100852-0-0-2.wav,air_conditioner
audio/fold5/100852-0-0-20.wav,air_conditioner
audio/fold5/100852-0-0-21.wav,air_conditioner
audio/fold5/100852-0-0-22.wav,air_conditioner
audio/fold5/100852-0-0-23.wav,air_conditioner
audio/fold5/100852-0-0-24.wav,air_conditioner
